ExperimentName,Subject,Block,Prompt,ListNum,Procedure[Trial],JOL,Cue-Target,Response,Correct?,Direction,,,JOL_Bin,SDEV,n,lower,Average,upper
D_JOL D,96,2,Vase - King,80,StudyProc3,30,Vase - ?,,0,U,,,,,,,,
D_JOL B,98,2,Dietary - Sacking,62,StudyProc3,30,Dietary - ?,needs,0,U,,,,,,,,
D_JOL B,98,2,Debate - Sight,68,StudyProc3,30,Debate - ?,discuss,0,U,,,,,,,,
D_JOL B,98,2,Fix - Hand,70,StudyProc3,30,Fix - ?,hammer,0,U,,,,,,,,
D_JOL B,98,2,Art - Lion,74,StudyProc3,30,Art - ?,artery,0,U,,,,,,,,
D_JOL D,100,1,Clear - Moat,71,StudyProc5,30,Clear - ?,water,0,U,,,,,,,,
D_JOL B,102,2,Debate - Sight,68,StudyProc3,30,Debate - ?,Site,0,U,,,,,,,,
D_JOL C,103,2,Cloth - Stretch,61,StudyProc5,30,Cloth - ?,paper,0,U,,,,,,,,
D_JOL C,103,2,Steak - Give,73,StudyProc5,30,Steak - ?,give,1,U,,,,,,,,
D_JOL C,103,1,Bronze - Artery,69,StudyProc3,30,Bronze - ?,alter,0,U,,,,,,,,
D_JOL D,104,1,Sign - Loan,76,StudyProc5,30,Sign - ?,,0,U,,,,,,,,
D_JOL D,104,1,Main - Scar,80,StudyProc5,30,Main - ?,,0,U,,,,,,,,
D_JOL D,104,2,Belt - Soon,65,StudyProc3,30,Belt - ?,,0,U,,,,,,,,
D_JOL A,89,1,Hide - Sick,79,StudyProc3,31,Hide - ?,Take,0,U,,,,,,,,
D_JOL A,77,1,Lift - Woman,64,StudyProc3,32,Lift - ?,allow,0,U,,,,,,,,
D_JOL C,83,1,Lion - Art,74,StudyProc3,32,Lion - ?,Art,1,U,,,,,,,,
D_JOL B,86,1,Maze - Election,64,StudyProc5,32,Maze - ?,puzzle,0,U,,,,,,,,
D_JOL B,86,1,Shell - Snake,67,StudyProc5,32,Shell - ?,snake,1,U,,,,,,,,
D_JOL D,88,2,Car - Happy,72,StudyProc3,32,Car - ?,windsheild,0,U,,,,,,,,
D_JOL A,89,1,Soon - Belt,65,StudyProc3,32,Soon - ?,night,0,U,,,,,,,,
D_JOL A,89,1,Debate - Sight,68,StudyProc3,32,Debate - ?,discussion,0,U,,,,,,,,
D_JOL D,92,2,Sight - Debate,68,StudyProc3,32,Sight - ?,river,0,U,,,,,,,,
D_JOL B,102,2,Valley - Add,77,StudyProc3,32,Valley - ?,Ball,0,U,,,,,,,,
D_JOL B,78,2,Death - Business,67,StudyProc3,33,Death - ?,coffin,0,U,,,,,,,,
D_JOL D,84,1,Able - Crackle,65,StudyProc5,33,Able - ?,Fortunate,0,U,,,,,,,,
D_JOL B,86,1,Give - Steak,63,StudyProc5,33,Give - ?,have,0,U,,,,,,,,
D_JOL B,86,1,Cake - Clothes,70,StudyProc5,33,Cake - ?,eat,0,U,,,,,,,,
D_JOL B,86,1,Moat - Clear,73,StudyProc5,33,Moat - ?,coat,0,U,,,,,,,,
D_JOL B,86,1,Mirror - Children,78,StudyProc5,33,Mirror - ?,children,1,U,,,,,,,,
D_JOL B,86,2,Machine - Position,71,StudyProc3,33,Machine - ?,postion,1,U,,,,,,,,
D_JOL A,89,1,Park - Hungry,63,StudyProc3,33,Park - ?,out,0,U,,,,,,,,
D_JOL A,93,1,Fix - Hand,70,StudyProc3,33,Fix - ?,hand,1,U,,,,,,,,
D_JOL A,77,2,Name - Hate,71,StudyProc5,34,Name - ?,blank,0,U,,,,,,,,
D_JOL B,78,1,Loan - Sign,75,StudyProc5,34,Loan - ?,Give,0,U,,,,,,,,
D_JOL B,78,1,Mirror - Children,78,StudyProc5,34,Mirror - ?,Reflection,0,U,,,,,,,,
D_JOL B,86,1,Stretch - Cloth,62,StudyProc5,34,Stretch - ?,mark,0,U,,,,,,,,
D_JOL B,86,1,Temperature - Morning,77,StudyProc5,34,Temperature - ?,hot,0,U,,,,,,,,
D_JOL D,92,1,Obtain - Meat,64,StudyProc5,34,Obtain - ?,recieve,0,U,,,,,,,,
D_JOL D,92,1,Shake - Shell,66,StudyProc5,34,Shake - ?,play,0,U,,,,,,,,
D_JOL B,94,2,Discover - Floor,66,StudyProc3,34,Discover - ?,,0,U,,,,,,,,
D_JOL B,82,1,Give - Steak,63,StudyProc5,35,Give - ?,Take,0,U,,,,,,,,
D_JOL B,82,1,Cake - Clothes,70,StudyProc5,35,Cake - ?,Icing,0,U,,,,,,,,
D_JOL B,82,2,Soon - Belt,65,StudyProc3,35,Soon - ?,LATER,0,U,,,,,,,,
D_JOL B,82,2,Sugar - Riddle,76,StudyProc3,35,Sugar - ?,SWEET,0,U,,,,,,,,
D_JOL B,86,1,Main - Scar,79,StudyProc5,35,Main - ?,section,0,U,,,,,,,,
D_JOL A,89,1,Fix - Hand,70,StudyProc3,35,Fix - ?,broke,0,U,,,,,,,,
D_JOL C,91,2,Shake - Shell,66,StudyProc5,35,Shake - ?,,0,U,,,,,,,,
D_JOL C,91,2,Sign - Loan,76,StudyProc5,35,Sign - ?,,0,U,,,,,,,,
D_JOL C,91,1,Business - Death,67,StudyProc3,35,Business - ?,card,0,U,,,,,,,,
D_JOL C,91,1,Sick - Hide,79,StudyProc3,35,Sick - ?,cold,0,U,,,,,,,,
D_JOL D,92,1,Hate - Name,69,StudyProc5,35,Hate - ?,cherry,0,U,,,,,,,,
D_JOL A,93,1,Hide - Sick,79,StudyProc3,35,Hide - ?,seek,0,U,,,,,,,,
D_JOL B,94,1,Listen - Fiction,68,StudyProc5,35,Listen - ?,hear,0,U,,,,,,,,
D_JOL D,96,1,Able - Crackle,65,StudyProc5,35,Able - ?,,0,U,,,,,,,,
D_JOL D,96,1,Steak - Give,73,StudyProc5,35,Steak - ?,,0,U,,,,,,,,
D_JOL B,98,1,Shell - Snake,67,StudyProc5,35,Shell - ?,snake,1,U,,,,,,,,
D_JOL D,100,2,Enough - Full,1,StudyProc3,35,Enough - ?,full,1,U,,,,,,,,
D_JOL C,103,2,Sign - Loan,76,StudyProc5,35,Sign - ?,signal,0,U,,,,,,,,
D_JOL A,105,2,Fuzzy - Bang,72,StudyProc5,35,Fuzzy - ?,Cat,0,U,,,,,,,,
D_JOL A,77,2,Shell - Snake,67,StudyProc5,36,Shell - ?,snake,1,U,,,,,,,,
D_JOL D,88,2,Lion - Art,74,StudyProc3,36,Lion - ?,,0,U,,,,,,,,
D_JOL C,95,1,Riddle - Sugar,76,StudyProc3,36,Riddle - ?,,0,U,,,,,,,,
D_JOL C,95,2,Ounce - Both,77,StudyProc5,37,Ounce - ?,,0,U,,,,,,,,
D_JOL C,95,2,Morning - Temperature,78,StudyProc5,38,Morning - ?,,0,U,,,,,,,,
D_JOL B,74,1,Maze - Election,64,StudyProc5,40,Maze - ?,game,0,U,,,,,,,,
D_JOL A,77,1,Soon - Belt,65,StudyProc3,40,Soon - ?,after,0,U,,,,,,,,
D_JOL B,82,2,Lift - Woman,64,StudyProc3,40,Lift - ?,HEAVY,0,U,,,,,,,,
D_JOL C,83,2,Hate - Name,69,StudyProc5,40,Hate - ?,Can,0,U,,,,,,,,
D_JOL C,83,2,Sign - Loan,76,StudyProc5,40,Sign - ?,stop,0,U,,,,,,,,
D_JOL C,83,1,Clutter - Pusher,61,StudyProc3,40,Clutter - ?,Trash,0,U,,,,,,,,
D_JOL D,88,2,Tuck - Allow,73,StudyProc3,40,Tuck - ?,in,0,U,,,,,,,,
D_JOL B,90,1,Stretch - Cloth,62,StudyProc5,40,Stretch - ?,cloth,1,U,,,,,,,,
D_JOL B,90,2,Lift - Woman,64,StudyProc3,40,Lift - ?,,0,U,,,,,,,,
D_JOL B,90,2,Hide - Sick,79,StudyProc3,40,Hide - ?,scare,0,U,,,,,,,,
D_JOL B,106,1,Listen - Fiction,68,StudyProc5,40,Listen - ?,read,0,U,,,,,,,,
D_JOL D,108,1,Election - Maze,62,StudyProc5,40,Election - ?,Politics,0,U,,,,,,,,
D_JOL D,108,1,Shake - Shell,66,StudyProc5,40,Shake - ?,Toss,0,U,,,,,,,,
D_JOL D,108,2,Lion - Art,74,StudyProc3,40,Lion - ?,Mane,0,U,,,,,,,,
D_JOL C,91,1,Belt - Soon,65,StudyProc3,40,Belt - ?,,0,U,,,,,,,,
D_JOL B,94,1,Maze - Election,64,StudyProc5,40,Maze - ?,desert,0,U,,,,,,,,
D_JOL B,94,1,Temperature - Morning,77,StudyProc5,40,Temperature - ?,morning,1,U,,,,,,,,
D_JOL B,94,2,King - Vase,80,StudyProc3,40,King - ?,queen,0,U,,,,,,,,
D_JOL C,95,1,Hand - Fix,70,StudyProc3,40,Hand - ?,,0,U,,,,,,,,
D_JOL D,96,1,Bang - Fuzzy,70,StudyProc5,40,Bang - ?,,0,U,,,,,,,,
D_JOL D,96,1,Sign - Loan,76,StudyProc5,40,Sign - ?,,0,U,,,,,,,,
D_JOL D,96,1,Ounce - Both,77,StudyProc5,40,Ounce - ?,,0,U,,,,,,,,
D_JOL D,96,2,Belt - Soon,65,StudyProc3,40,Belt - ?,,0,U,,,,,,,,
D_JOL D,96,2,Car - Happy,72,StudyProc3,40,Car - ?,,0,U,,,,,,,,
D_JOL D,96,2,Accident - Strong,75,StudyProc3,40,Accident - ?,car,0,U,,,,,,,,
D_JOL B,102,1,Mirror - Children,78,StudyProc5,40,Mirror - ?,child,1,U,,,,,,,,
D_JOL C,103,2,Ounce - Both,77,StudyProc5,40,Ounce - ?,,0,U,,,,,,,,
D_JOL D,88,2,Vase - King,80,StudyProc3,41,Vase - ?,,0,U,,,,,,,,
D_JOL A,89,1,Pusher - Clutter,61,StudyProc3,41,Pusher - ?,thrower,0,U,,,,,,,,
D_JOL C,95,2,Children - Mirror,79,StudyProc5,41,Children - ?,,0,U,,,,,,,,
D_JOL D,92,2,Sick - Hide,79,StudyProc3,42,Sick - ?,sneeze,0,U,,,,,,,,
D_JOL B,78,1,Moat - Clear,73,StudyProc5,43,Moat - ?,Just,0,U,,,,,,,,
D_JOL B,78,1,Temperature - Morning,77,StudyProc5,43,Temperature - ?,Hot,0,U,,,,,,,,
D_JOL C,83,2,Obtain - Meat,64,StudyProc5,43,Obtain - ?,Money,0,U,,,,,,,,
D_JOL D,84,2,Accident - Strong,75,StudyProc3,43,Accident - ?,wreck,0,U,,,,,,,,
D_JOL B,86,1,Fuzzy - Bang,72,StudyProc5,43,Fuzzy - ?,lazy,0,U,,,,,,,,
D_JOL D,88,1,Obtain - Meat,64,StudyProc5,43,Obtain - ?,,0,U,,,,,,,,
D_JOL D,88,2,Add - Valley,77,StudyProc3,43,Add - ?,,0,U,,,,,,,,
D_JOL A,89,1,Strong - Accident,75,StudyProc3,43,Strong - ?,weak,0,U,,,,,,,,
D_JOL C,95,2,Election - Maze,62,StudyProc5,43,Election - ?,,0,U,,,,,,,,
D_JOL C,95,1,Belt - Soon,65,StudyProc3,43,Belt - ?,,0,U,,,,,,,,
D_JOL B,102,1,Listen - Fiction,68,StudyProc5,43,Listen - ?,Hear,0,U,,,,,,,,
D_JOL B,102,2,Fix - Hand,70,StudyProc3,43,Fix - ?,Break,0,U,,,,,,,,
D_JOL A,77,2,Crackle - Able,66,StudyProc5,44,Crackle - ?,pop,0,U,,,,,,,,
D_JOL B,78,2,Sugar - Riddle,76,StudyProc3,44,Sugar - ?,,0,U,,,,,,,,
D_JOL D,88,1,Charm - Vehicle,63,StudyProc5,44,Charm - ?,,0,U,,,,,,,,
D_JOL A,77,1,Happy - Car,72,StudyProc3,45,Happy - ?,sad,0,U,,,,,,,,
D_JOL D,80,1,Cloth - Stretch,61,StudyProc5,45,Cloth - ?,wash,0,U,,,,,,,,
D_JOL D,84,1,Cloth - Stretch,61,StudyProc5,45,Cloth - ?,Fabric,0,U,,,,,,,,
D_JOL D,88,2,Business - Death,67,StudyProc3,45,Business - ?,,0,U,,,,,,,,
D_JOL A,89,1,Dietary - Sacking,62,StudyProc3,45,Dietary - ?,meal,0,U,,,,,,,,
D_JOL C,91,2,Election - Maze,62,StudyProc5,45,Election - ?,,0,U,,,,,,,,
D_JOL C,91,2,Fiction - Listen,67,StudyProc5,45,Fiction - ?,word,0,U,,,,,,,,
D_JOL C,91,2,Toil - Lease,75,StudyProc5,45,Toil - ?,,0,U,,,,,,,,
D_JOL C,91,2,Children - Mirror,79,StudyProc5,45,Children - ?,,0,U,,,,,,,,
D_JOL C,91,1,Sacking - Dietary,62,StudyProc3,45,Sacking - ?,,0,U,,,,,,,,
D_JOL C,91,1,Hungry - Park,63,StudyProc3,45,Hungry - ?,,0,U,,,,,,,,
D_JOL C,91,1,Floor - Discover,66,StudyProc3,45,Floor - ?,take,0,U,,,,,,,,
D_JOL C,91,1,Accident - Strong,75,StudyProc3,45,Accident - ?,,0,U,,,,,,,,
D_JOL C,91,1,Would - Cash,78,StudyProc3,45,Would - ?,,0,U,,,,,,,,
D_JOL A,93,1,Park - Hungry,63,StudyProc3,45,Park - ?,bench,0,U,,,,,,,,
D_JOL A,93,1,Death - Business,67,StudyProc3,45,Death - ?,business,1,U,,,,,,,,
D_JOL B,94,1,Fuzzy - Bang,72,StudyProc5,45,Fuzzy - ?,ball,0,U,,,,,,,,
D_JOL B,98,1,Main - Scar,79,StudyProc5,45,Main - ?,street,0,U,,,,,,,,
D_JOL D,100,2,Business - Death,67,StudyProc3,45,Business - ?,death,1,U,,,,,,,,
D_JOL A,101,1,Fix - Hand,70,StudyProc3,45,Fix - ?,hand,1,U,,,,,,,,
D_JOL B,102,1,Give - Steak,63,StudyProc5,45,Give - ?,Take,0,U,,,,,,,,
D_JOL A,105,1,Sugar - Riddle,76,StudyProc3,45,Sugar - ?,,0,U,,,,,,,,
D_JOL D,92,1,Children - Mirror,79,StudyProc5,46,Children - ?,play,0,U,,,,,,,,
D_JOL D,88,2,Sight - Debate,68,StudyProc3,47,Sight - ?,,0,U,,,,,,,,
D_JOL C,95,2,Shake - Shell,66,StudyProc5,47,Shake - ?,,0,U,,,,,,,,
D_JOL C,95,1,Car - Happy,72,StudyProc3,47,Car - ?,Accident,0,U,,,,,,,,
D_JOL C,95,1,Business - Death,67,StudyProc3,48,Business - ?,Math,0,U,,,,,,,,
D_JOL A,77,2,Temperature - Morning,77,StudyProc5,49,Temperature - ?,hot,0,U,,,,,,,,
D_JOL D,84,1,Election - Maze,62,StudyProc5,49,Election - ?,Vote,0,U,,,,,,,,
D_JOL B,74,1,Give - Steak,63,StudyProc5,50,Give - ?,have,0,U,,,,,,,,
D_JOL B,74,1,Meat - Obtain,65,StudyProc5,50,Meat - ?,big,0,U,,,,,,,,
D_JOL B,74,1,Shell - Snake,67,StudyProc5,50,Shell - ?,sea,0,U,,,,,,,,
D_JOL B,74,1,Listen - Fiction,68,StudyProc5,50,Listen - ?,queitly,0,U,,,,,,,,
D_JOL B,74,1,Keys - Joke,69,StudyProc5,50,Keys - ?,joke,1,U,,,,,,,,
D_JOL B,74,1,Cake - Clothes,70,StudyProc5,50,Cake - ?,shirt,0,U,,,,,,,,
D_JOL B,74,1,Name - Hate,71,StudyProc5,50,Name - ?,tag,0,U,,,,,,,,
D_JOL B,74,1,Moat - Clear,73,StudyProc5,50,Moat - ?,big,0,U,,,,,,,,
D_JOL B,74,1,Both - Ounce,76,StudyProc5,50,Both - ?,clue,0,U,,,,,,,,
D_JOL B,74,1,Main - Scar,79,StudyProc5,50,Main - ?,attraction,0,U,,,,,,,,
D_JOL B,74,2,Pusher - Clutter,61,StudyProc3,50,Pusher - ?,up,0,U,,,,,,,,
D_JOL B,74,2,Dietary - Sacking,62,StudyProc3,50,Dietary - ?,lunch,0,U,,,,,,,,
D_JOL B,74,2,Park - Hungry,63,StudyProc3,50,Park - ?,lot,0,U,,,,,,,,
D_JOL B,74,2,Lift - Woman,64,StudyProc3,50,Lift - ?,up,0,U,,,,,,,,
D_JOL B,74,2,Soon - Belt,65,StudyProc3,50,Soon - ?,tobe,0,U,,,,,,,,
D_JOL B,74,2,Discover - Floor,66,StudyProc3,50,Discover - ?,something,0,U,,,,,,,,
D_JOL B,74,2,Death - Business,67,StudyProc3,50,Death - ?,coffin,0,U,,,,,,,,
D_JOL B,74,2,Debate - Sight,68,StudyProc3,50,Debate - ?,cookie,0,U,,,,,,,,
D_JOL B,74,2,Artery - Bronze,69,StudyProc3,50,Artery - ?,design,0,U,,,,,,,,
D_JOL B,74,2,Machine - Position,71,StudyProc3,50,Machine - ?,gun,0,U,,,,,,,,
D_JOL B,74,2,Happy - Car,72,StudyProc3,50,Happy - ?,car,1,U,,,,,,,,
D_JOL B,74,2,Art - Lion,74,StudyProc3,50,Art - ?,design,0,U,,,,,,,,
D_JOL B,74,2,Sugar - Riddle,76,StudyProc3,50,Sugar - ?,riddle,1,U,,,,,,,,
D_JOL B,74,2,Valley - Add,77,StudyProc3,50,Valley - ?,hill,0,U,,,,,,,,
D_JOL B,74,2,Cash - Would,78,StudyProc3,50,Cash - ?,loan,0,U,,,,,,,,
D_JOL B,74,2,Hide - Sick,79,StudyProc3,50,Hide - ?,sick,1,U,,,,,,,,
D_JOL B,74,2,King - Vase,80,StudyProc3,50,King - ?,man,0,U,,,,,,,,
D_JOL C,79,2,Morning - Temperature,78,StudyProc5,50,Morning - ?,EARLY,0,U,,,,,,,,
D_JOL C,79,2,Main - Scar,80,StudyProc5,50,Main - ?,,0,U,,,,,,,,
D_JOL D,80,1,Hate - Name,69,StudyProc5,50,Hate - ?,love,0,U,,,,,,,,
D_JOL D,80,2,Bronze - Artery,69,StudyProc3,50,Bronze - ?,,0,U,,,,,,,,
D_JOL D,80,2,Lion - Art,74,StudyProc3,50,Lion - ?,king,0,U,,,,,,,,
D_JOL D,80,2,Riddle - Sugar,76,StudyProc3,50,Riddle - ?,joke,0,U,,,,,,,,
D_JOL A,81,2,Stretch - Cloth,62,StudyProc5,50,Stretch - ?,cloth,1,U,,,,,,,,
D_JOL A,81,2,Meat - Obtain,65,StudyProc5,50,Meat - ?,,0,U,,,,,,,,
D_JOL A,81,2,Shell - Snake,67,StudyProc5,50,Shell - ?,,0,U,,,,,,,,
D_JOL A,81,2,Name - Hate,71,StudyProc5,50,Name - ?,,0,U,,,,,,,,
D_JOL A,81,2,Loan - Sign,75,StudyProc5,50,Loan - ?,,0,U,,,,,,,,
D_JOL A,81,2,Temperature - Morning,77,StudyProc5,50,Temperature - ?,morning,1,U,,,,,,,,
D_JOL A,81,2,Main - Scar,79,StudyProc5,50,Main - ?,scar,1,U,,,,,,,,
D_JOL A,81,1,Death - Business,67,StudyProc3,50,Death - ?,business,1,U,,,,,,,,
D_JOL A,81,1,Debate - Sight,68,StudyProc3,50,Debate - ?,,0,U,,,,,,,,
D_JOL A,81,1,Machine - Position,71,StudyProc3,50,Machine - ?,position,1,U,,,,,,,,
D_JOL A,81,1,Happy - Car,72,StudyProc3,50,Happy - ?,,0,U,,,,,,,,
D_JOL A,81,1,Allow - Tuck,73,StudyProc3,50,Allow - ?,,0,U,,,,,,,,
D_JOL A,81,1,Sugar - Riddle,76,StudyProc3,50,Sugar - ?,,0,U,,,,,,,,
D_JOL A,81,1,Cash - Would,78,StudyProc3,50,Cash - ?,wage,0,U,,,,,,,,
D_JOL B,82,1,Name - Hate,71,StudyProc5,50,Name - ?,Self,0,U,,,,,,,,
D_JOL D,84,2,Sacking - Dietary,62,StudyProc3,50,Sacking - ?,Football,0,U,,,,,,,,
D_JOL A,85,2,Justice - Maroon,61,StudyProc5,50,Justice - ?,,0,U,,,,,,,,
D_JOL A,85,2,Loan - Sign,75,StudyProc5,50,Loan - ?,sign,1,U,,,,,,,,
D_JOL D,88,1,Shake - Shell,66,StudyProc5,50,Shake - ?,,0,U,,,,,,,,
D_JOL D,88,2,Riddle - Sugar,76,StudyProc3,50,Riddle - ?,,0,U,,,,,,,,
D_JOL B,90,2,Valley - Add,77,StudyProc3,50,Valley - ?,,0,U,,,,,,,,
D_JOL D,108,1,Cloth - Stretch,61,StudyProc5,50,Cloth - ?,Cut,0,U,,,,,,,,
D_JOL D,108,1,Clear - Moat,71,StudyProc5,50,Clear - ?,Apparent,0,U,,,,,,,,
D_JOL D,108,1,Toil - Lease,75,StudyProc5,50,Toil - ?,Foil,0,U,,,,,,,,
D_JOL D,108,1,Sign - Loan,76,StudyProc5,50,Sign - ?,Poster,0,U,,,,,,,,
D_JOL D,108,1,Main - Scar,80,StudyProc5,50,Main - ?,Dog,0,U,,,,,,,,
D_JOL D,108,2,Hand - Fix,70,StudyProc3,50,Hand - ?,Toe,0,U,,,,,,,,
D_JOL D,108,2,Tuck - Allow,73,StudyProc3,50,Tuck - ?,Fold,0,U,,,,,,,,
D_JOL C,91,1,Sight - Debate,68,StudyProc3,50,Sight - ?,eye,0,U,,,,,,,,
D_JOL B,94,1,Loan - Sign,75,StudyProc5,50,Loan - ?,payment,0,U,,,,,,,,
D_JOL C,95,1,Woman - Lift,64,StudyProc3,50,Woman - ?,,0,U,,,,,,,,
D_JOL C,95,1,Tuck - Allow,73,StudyProc3,50,Tuck - ?,,0,U,,,,,,,,
D_JOL D,96,1,Cloth - Stretch,61,StudyProc5,50,Cloth - ?,clothes,0,U,,,,,,,,
D_JOL D,96,1,Toil - Lease,75,StudyProc5,50,Toil - ?,,0,U,,,,,,,,
D_JOL D,96,2,Woman - Lift,64,StudyProc3,50,Woman - ?,,0,U,,,,,,,,
D_JOL D,96,2,Floor - Discover,66,StudyProc3,50,Floor - ?,,0,U,,,,,,,,
D_JOL D,96,2,Position - Machine,71,StudyProc3,50,Position - ?,,0,U,,,,,,,,
D_JOL B,98,2,Happy - Car,72,StudyProc3,50,Happy - ?,enthusastic,0,U,,,,,,,,
D_JOL A,101,2,Listen - Fiction,68,StudyProc5,50,Listen - ?,lecture,0,U,,,,,,,,
D_JOL B,102,1,Cake - Clothes,70,StudyProc5,50,Cake - ?,Clothes,1,U,,,,,,,,
D_JOL B,102,2,Park - Hungry,63,StudyProc3,50,Park - ?,Hunger,1,U,,,,,,,,
D_JOL B,102,2,Strong - Accident,75,StudyProc3,50,Strong - ?,Weak,0,U,,,,,,,,
D_JOL C,103,2,Charm - Vehicle,63,StudyProc5,50,Charm - ?,baby,0,U,,,,,,,,
D_JOL C,103,2,Morning - Temperature,78,StudyProc5,50,Morning - ?,sunshine,0,U,,,,,,,,
D_JOL C,103,1,Position - Machine,71,StudyProc3,50,Position - ?,,0,U,,,,,,,,
D_JOL D,104,1,Children - Mirror,79,StudyProc5,50,Children - ?,,0,U,,,,,,,,
D_JOL D,92,2,Clutter - Pusher,61,StudyProc3,52,Clutter - ?,mess,0,U,,,,,,,,
D_JOL D,84,2,Hand - Fix,70,StudyProc3,53,Hand - ?,,0,U,,,,,,,,
D_JOL D,88,1,Main - Scar,80,StudyProc5,54,Main - ?,,0,U,,,,,,,,
D_JOL D,92,2,Lion - Art,74,StudyProc3,54,Lion - ?,art,1,U,,,,,,,,
D_JOL C,95,2,Able - Crackle,65,StudyProc5,54,Able - ?,Body,0,U,,,,,,,,
D_JOL B,78,1,Shell - Snake,67,StudyProc5,55,Shell - ?,Snake,1,U,,,,,,,,
D_JOL B,78,2,Strong - Accident,75,StudyProc3,55,Strong - ?,powerful,0,U,,,,,,,,
D_JOL D,80,2,Would - Cash,78,StudyProc3,55,Would - ?,can,0,U,,,,,,,,
D_JOL B,86,2,Park - Hungry,63,StudyProc3,55,Park - ?,ball,0,U,,,,,,,,
D_JOL B,86,2,Debate - Sight,68,StudyProc3,55,Debate - ?,dicussion,0,U,,,,,,,,
D_JOL B,86,2,King - Vase,80,StudyProc3,55,King - ?,lion,0,U,,,,,,,,
D_JOL C,91,2,Able - Crackle,65,StudyProc5,55,Able - ?,,0,U,,,,,,,,
D_JOL C,91,1,Tuck - Allow,73,StudyProc3,55,Tuck - ?,,0,U,,,,,,,,
D_JOL C,91,1,Riddle - Sugar,76,StudyProc3,55,Riddle - ?,,0,U,,,,,,,,
D_JOL C,91,1,Add - Valley,77,StudyProc3,55,Add - ?,math,0,U,,,,,,,,
D_JOL D,92,2,Hand - Fix,70,StudyProc3,55,Hand - ?,work,0,U,,,,,,,,
D_JOL D,96,1,Children - Mirror,79,StudyProc5,55,Children - ?,,0,U,,,,,,,,
D_JOL A,101,2,Stretch - Cloth,62,StudyProc5,55,Stretch - ?,pull,0,U,,,,,,,,
D_JOL A,101,2,Shell - Snake,67,StudyProc5,55,Shell - ?,fish,0,U,,,,,,,,
D_JOL A,105,1,Death - Business,67,StudyProc3,55,Death - ?,Life,0,U,,,,,,,,
D_JOL A,73,2,Stretch - Cloth,62,StudyProc5,56,Stretch - ?,yawn,0,U,,,,,,,,
D_JOL A,73,2,Loan - Sign,75,StudyProc5,56,Lease - ?,borrow,0,U,,,,,,,,
D_JOL D,80,1,Fiction - Listen,67,StudyProc5,56,Fiction - ?,story,0,U,,,,,,,,
D_JOL D,80,1,Bang - Fuzzy,70,StudyProc5,56,Bang - ?,,0,U,,,,,,,,
D_JOL D,80,1,Steak - Give,73,StudyProc5,56,Steak - ?,meat,0,U,,,,,,,,
D_JOL D,80,2,Sacking - Dietary,62,StudyProc3,56,Sacking - ?,,0,U,,,,,,,,
D_JOL D,80,2,Woman - Lift,64,StudyProc3,56,Woman - ?,height,0,U,,,,,,,,
D_JOL D,80,2,Belt - Soon,65,StudyProc3,56,Belt - ?,pants,0,U,,,,,,,,
D_JOL D,80,2,Sight - Debate,68,StudyProc3,56,Sight - ?,see,0,U,,,,,,,,
D_JOL D,80,2,Car - Happy,72,StudyProc3,56,Car - ?,,0,U,,,,,,,,
D_JOL D,80,2,Vase - King,80,StudyProc3,56,Vase - ?,man,0,U,,,,,,,,
D_JOL B,86,1,Loan - Sign,75,StudyProc5,56,Loan - ?,banker,0,U,,,,,,,,
D_JOL D,88,1,Able - Crackle,65,StudyProc5,56,Able - ?,,0,U,,,,,,,,
D_JOL D,88,1,Joke - Keys,68,StudyProc5,56,Joke - ?,,0,U,,,,,,,,
D_JOL A,89,1,Lift - Woman,64,StudyProc3,56,Lift - ?,weight,0,U,,,,,,,,
D_JOL A,89,1,Machine - Position,71,StudyProc3,56,Machine - ?,Make,0,U,,,,,,,,
D_JOL D,92,2,Business - Death,67,StudyProc3,58,Business - ?,money,0,U,,,,,,,,
D_JOL A,101,2,Loan - Sign,75,StudyProc5,58,Loan - ?,sign,1,U,,,,,,,,
D_JOL A,77,2,Loan - Sign,75,StudyProc5,60,Loan - ?,,0,U,,,,,,,,
D_JOL C,83,2,Shake - Shell,66,StudyProc5,60,Shake - ?,Shall,0,U,,,,,,,,
D_JOL D,84,1,Main - Scar,80,StudyProc5,60,Main - ?,,0,U,,,,,,,,
D_JOL B,90,1,Temperature - Morning,77,StudyProc5,60,Temperature - ?,,0,U,,,,,,,,
D_JOL C,91,2,Hate - Name,69,StudyProc5,60,Hate - ?,,0,U,,,,,,,,
D_JOL C,91,2,Steak - Give,73,StudyProc5,60,Steak - ?,chop,0,U,,,,,,,,
D_JOL C,91,1,Position - Machine,71,StudyProc3,60,Position - ?,,0,U,,,,,,,,
D_JOL C,91,1,Car - Happy,72,StudyProc3,60,Car - ?,,0,U,,,,,,,,
D_JOL C,91,1,Lion - Art,74,StudyProc3,60,Lion - ?,den,0,U,,,,,,,,
D_JOL B,94,1,Stretch - Cloth,62,StudyProc5,60,Stretch - ?,,0,U,,,,,,,,
D_JOL C,95,1,Hungry - Park,63,StudyProc3,60,Hungry - ?,,0,U,,,,,,,,
D_JOL C,95,1,Accident - Strong,75,StudyProc3,60,Accident - ?,Car,0,U,,,,,,,,
D_JOL B,98,1,Loan - Sign,75,StudyProc5,60,Loan - ?,lease,0,U,,,,,,,,
